,Unnamed: 0,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,0,Ramco Cements,Cement & Construction,"34,411.00",2.39,4.76,,newsundaram-small-cap-series-iii-rp-g,MSN1121
1,1,Bajaj Finserv,Banking & Financial Services,"4,806.00",1.98,3.94,,newsundaram-small-cap-series-iii-rp-g,MSN1121
2,2,Federal Bank,Banking & Financial Services,"169,618.00",1.91,3.81,,newsundaram-small-cap-series-iii-rp-g,MSN1121
3,3,M&M Financial,Banking & Financial Services,"51,558.00",1.78,3.54,,newsundaram-small-cap-series-iii-rp-g,MSN1121
4,4,IGL,Oil & Gas,"15,833.00",1.67,3.33,,newsundaram-small-cap-series-iii-rp-g,MSN1121
5,5,CESC,Utilities,"19,204.00",1.67,3.32,,newsundaram-small-cap-series-iii-rp-g,MSN1121
6,6,Coromandel Int,Chemicals,"38,075.00",1.6,3.18,,newsundaram-small-cap-series-iii-rp-g,MSN1121
7,7,Redington,Information Technology,"120,852.00",1.58,3.15,,newsundaram-small-cap-series-iii-rp-g,MSN1121
8,8,Exide Ind,Automotive,"71,544.00",1.58,3.14,,newsundaram-small-cap-series-iii-rp-g,MSN1121
9,9,Bayer CropScien,Chemicals,"3,351.00",1.55,3.09,,newsundaram-small-cap-series-iii-rp-g,MSN1121
10,10,Arvind,Manufacturing,"38,952.00",1.4,2.79,,newsundaram-small-cap-series-iii-rp-g,MSN1121
11,11,Karur Vysya,Banking & Financial Services,"95,133.00",1.38,2.74,,newsundaram-small-cap-series-iii-rp-g,MSN1121
12,12,Bank of Baroda,Banking & Financial Services,"83,604.00",1.35,2.69,,newsundaram-small-cap-series-iii-rp-g,MSN1121
13,13,Max Financial,Manufacturing,"21,096.00",1.33,2.65,,newsundaram-small-cap-series-iii-rp-g,MSN1121
14,14,Thermax,Engineering & Capital Goods,"14,003.00",1.31,2.61,,newsundaram-small-cap-series-iii-rp-g,MSN1121
15,15,Siemens,Engineering & Capital Goods,"9,819.00",1.31,2.61,,newsundaram-small-cap-series-iii-rp-g,MSN1121
16,16,Cholamandalam,Banking & Financial Services,"11,351.00",1.28,2.54,,newsundaram-small-cap-series-iii-rp-g,MSN1121
17,17,Century,Conglomerates,"11,464.00",1.26,2.51,,newsundaram-small-cap-series-iii-rp-g,MSN1121
18,18,Whirlpool,Consumer Durables,"10,283.00",1.17,2.33,,newsundaram-small-cap-series-iii-rp-g,MSN1121
19,19,UPL,Chemicals,"13,869.00",1.17,2.32,,newsundaram-small-cap-series-iii-rp-g,MSN1121
20,20,Apollo Tyres,Automotive,"47,380.00",1.14,2.27,,newsundaram-small-cap-series-iii-rp-g,MSN1121
21,21,Schaeffler Ind,Engineering & Capital Goods,"2,553.00",1.14,2.26,,newsundaram-small-cap-series-iii-rp-g,MSN1121
22,22,Motherson Sumi,Automotive,"36,699.00",1.13,2.25,,newsundaram-small-cap-series-iii-rp-g,MSN1121
23,23,Indian Bank,Banking & Financial Services,"38,058.00",1.08,2.14,,newsundaram-small-cap-series-iii-rp-g,MSN1121
24,24,Castrol,Chemicals,"26,442.00",1.07,2.13,,newsundaram-small-cap-series-iii-rp-g,MSN1121
25,25,CRISIL,Miscellaneous,"5,246.00",1.02,2.03,,newsundaram-small-cap-series-iii-rp-g,MSN1121
26,26,SRF,Manufacturing,"6,261.00",0.96,1.92,,newsundaram-small-cap-series-iii-rp-g,MSN1121
27,27,Vardhman Text,Manufacturing,"7,581.00",0.86,1.72,,newsundaram-small-cap-series-iii-rp-g,MSN1121
28,28,L&T Technology,Information Technology,"11,631.00",0.83,1.66,,newsundaram-small-cap-series-iii-rp-g,MSN1121
29,29,MphasiS,Information Technology,"12,989.00",0.78,1.55,,newsundaram-small-cap-series-iii-rp-g,MSN1121
30,30,Allahabad Bank,Banking & Financial Services,"114,771.00",0.78,1.55,,newsundaram-small-cap-series-iii-rp-g,MSN1121
31,31,J. K. Cement,Cement & Construction,"8,080.00",0.76,1.51,,newsundaram-small-cap-series-iii-rp-g,MSN1121
32,32,CenturyPlyboard,Miscellaneous,"24,586.00",0.72,1.44,,newsundaram-small-cap-series-iii-rp-g,MSN1121
33,33,Emami,Consumer Non-durables,"6,680.00",0.72,1.43,,newsundaram-small-cap-series-iii-rp-g,MSN1121
34,34,HUDCO,Retail & Real Estate,"104,823.00",0.7,1.4,,newsundaram-small-cap-series-iii-rp-g,MSN1121
35,35,GlaxoSmith Con,Food & Beverages,"1,201.00",0.64,1.28,,newsundaram-small-cap-series-iii-rp-g,MSN1121
36,36,Force Motors,Automotive,"1,335.00",0.56,1.12,,newsundaram-small-cap-series-iii-rp-g,MSN1121
37,37,Jindal Steel,Metals & Mining,"45,265.00",0.56,1.11,,newsundaram-small-cap-series-iii-rp-g,MSN1121
38,38,Schneider Infra,Utilities,"41,342.00",0.53,1.05,,newsundaram-small-cap-series-iii-rp-g,MSN1121
39,39,JM Financial,Banking & Financial Services,"41,902.00",0.49,0.98,,newsundaram-small-cap-series-iii-rp-g,MSN1121
40,40,Apollo Hospital,Services,"3,587.00",0.46,0.91,,newsundaram-small-cap-series-iii-rp-g,MSN1121
41,41,PNB,Banking & Financial Services,732.00,0.01,0.02,,newsundaram-small-cap-series-iii-rp-g,MSN1121
